Case No,Division,Water District,Waterbody Name,Waterbody Type,Appropriation Type,Appropriation Date,Prior Adjudication Date,WDID,Upper Terminus,UT UTM East,UT UTM North,Lower Terminus,LT UTM East,LT UTM North,Lake UTM North,Lake UTM East,Location,Length,Flow Amounts,Volume in AF,County,Watershed
80CW0092,4,59,Slate River,Stream,New Appropriation,03/17/1980,,5901505,confl Oh-Be-Joyful Creek in,324443.27,4308523.98,confl Coal Creek in,328465.27,4305018.94,,,"(38.8773, -106.977464)",5.2,"10 (12/1 - 3/31), 20 (4/1 - 11/30)",,Gunnison,East-Taylor
W-3814-77,3,25,COTTONWOOD LAKE,Lake,New Appropriation,03/09/1977,,2503500,na,,,na,,,4201349.14,449291.79,"(37.958333, -105.576667)",,,38,Saguache,San Luis
84CW0297,7,71,Cold Creek,Stream,New Appropriation,07/13/1984,,7101919,headwaters in vicinity of,227327.85,4188814.94,confl WF Dolores River at,227934.58,4185810.06,,,"(37.779167, -108.088611)",2,2 (1/1 - 12/31),,Dolores,Upper Dolores
02CW0273,4,60,Mill Creek,Stream,New Appropriation,01/23/2002,,6001351,headwaters in vicinity of,253958.87,4206923.46,hdgt diversion at,251836.17,4205389.99,,,"(37.962222, -107.824167)",2,"6.7 (5/1 - 7/14), 2.4 (7/15 - 11/30), 1.9 (12/1 - 4/30)",,San Miguel,San Miguel
W-1667-77,7,30,PEAR LAKE,Lake,New Appropriation,01/01/1977,,3003927,na,,,na,,,4163815.62,263767.46,"(37.591111, -107.675)",,,630,La Plata,Animas
W-3046-76,5,36,BOULDER LAKE #1,Lake,New Appropriation,01/14/1976,,3603573,na,,,na,,,4397296.94,397813.54,"(39.719444, -106.191667)",,,8,Summit,Blue
09CW0073,4,40,Little Spring Creek,Stream,New Appropriation,01/27/2009,,4003023,Cyrstal Springs at,298105.53,4323094.34,inlet of Ragged Res #1 at,297941.59,4322926.05,,,"(39.031944, -107.334444)",0.4,1.25 (1/1 - 12/31),,Gunnison,North Fork Gunnison
14CW3158,5,45,East Divide Creek,Stream,New Appropriation,01/28/2014,,4502009,confl Camp Creek at,286791.88,4362318.95,confl June Creek at,277882.17,4368121.47,,,"(39.434167, -107.580833)",9.51,"3 (4/1 - 4/15), 7.2 (4/16 - 6/30), 3 (7/1 - 7/31), 1.1 (8/1 - 3/31)",,Garfield,Colorado Headwaters-Plateau
77W1358,6,54,Smith Creek,Stream,New Appropriation,09/23/1977,,5402066,headwaters in,329627.81,4527741.57,confl Independence Creek in,333958.86,4531281.37,,,"(40.915794, -106.971731)",3,1 (1/1 - 12/31),,Routt,Little Snake
05CW0151,4,41,East Fork Dry Creek,Stream,New Appropriation,01/25/2005,,4100701,confl Beaver Dams Creek at,229778.94,4246758.01,confl West Fork Dry Creek at,230853.34,4258793.96,,,"(38.436944, -108.083333)",10,"3.6 (4/1 - 6/14), 1.6 (6/15 - 7/31), 0.6 (8/1 - 2/29), 1.6 (3/1 - 3/31)",,"Montrose, Ouray",Uncompahgre
78W9360,1,6,North Fork Middle Boulder Creek,Stream,New Appropriation,07/11/1978,,0602108,headwaters in vicinity of,441463.89,4428191.77,confl SF Middle Boulder Ck in,448547.82,4422739.00,,,"(39.953219, -105.602356)",7,7 (1/1 - 12/31),,Boulder,St. Vrain
19CW3069,2,12,Stout Creek,Stream,New Appropriation,01/29/2019,,1203024,BLM/USFS property boundary at,425206.65,4248489.60,confl unnamed tributary at,426072.66,4248935.65,,,"(38.385572, -105.846467)",0.62,"3.5 (05/01 - 06/30), 1.5 (07/01 - 08/31), 0.6 (09/01 - 04/30)",,Fremont,Arkansas Headwaters
92CW0175,4,59,Willow Creek,Stream,New Appropriation,11/09/1992,,5901664,outlet Rainbow Lake at,310384.92,4278424.65,hdgt Alfred Ditch at,315068.85,4263792.11,,,"(38.503333, -107.12)",10,"1.5 (5/1 - 9/30), 0.75 (10/1 - 4/30)",,Gunnison,Upper Gunnison
20CW3078,4,59,Spring Creek,Stream,New Appropriation,01/27/2020,,,confl Rocky Brook Creek at,351947.60,4301609.78,confl Bear Creek at,349182.58,4298075.72,,,"(38.818558, -106.737219)",3.18,6.5 (04/01 - 09/30),,Gunnison,East-Taylor
STL3,5,51,Colorado River,Stream,Acquisition,,,,Confluence of Troublesome Creek,,,Confluence of Blue River,,,,,,,"0.21 (04/01 - 04/30), 2.69 (05/01 - 05/31), 3.8 (06/01 - 06/30), 2.7 (07/01 - 07/31), 0.93 (08/01 - 08/31), 0.48 (09/01 - 09/30), 0.39 (10/01 - 10/31)",,"Grand, Mesa, Routt","Blue, Colorado Headwaters, Colorado Headwaters-Plateau, Lower Gunnison"
W-3074-76,5,38,THOMAS LAKE #1,Lake,New Appropriation,01/14/1976,,3803783,na,,,na,,,4349628.59,315451.82,"(39.276389, -107.138889)",,,184,Pitkin,Roaring Fork
78W9378,1,5,Beaver Creek,Stream,New Appropriation,07/11/1978,,0502100,headwaters in vicinity of,450280.63,4439387.21,confl Beaver Res in,455102.73,4440738.13,,,"(40.115756, -105.526867)",4,3 (1/1 - 12/31),,Boulder,St. Vrain
94CW0259,1,9,Bear Creek,Stream,New Appropriation,09/13/1994,,0902114,outlet Evergreen Lake at,472323.93,4386926.07,confl Swede Gulch in,475424.90,4390038.32,,,"(39.659794, -105.286483)",4,"5 (10/16 - 4/14), 9.9 (4/15 - 10/15)",,Jefferson,Upper South Platte
77W1264,6,58,Coulton Creek,Stream,New Appropriation,09/23/1977,,5802407,headwaters in vicinity of,344652.32,4520144.44,confl Elk River in,344415.80,4512411.45,,,"(40.74795, -106.842906)",4,1 (1/1 - 12/31),,Routt,Upper Yampa
W-4352-75,2,11,EMERALD LAKE,Lake,New Appropriation,09/10/1975,,1103952,na,,,na,,,4334516.99,378497.47,"(39.151389, -106.405556)",,,45,Lake,Arkansas Headwaters
W-3059-76,5,38,WELLER LAKE,Lake,New Appropriation,01/14/1976,,3803896,na,,,na,,,4330959.22,351216.40,"(39.116667, -106.720833)",,,108,Pitkin,Roaring Fork
76W1498,7,30,Junction Creek,Stream,New Appropriation,07/30/1976,,3001902,headwaters in,234994.65,4148603.40,Forest Service boundary in,242877.16,4135360.06,,,"(37.32935, -107.902031)",10,"15 (4/1 - 8/31), 5 (9/1 - 3/31)",,La Plata,Animas
W-2965-76,5,38,YULE LAKE #3,Lake,New Appropriation,01/14/1976,,3803905,na,,,na,,,4320782.97,315613.83,"(39.016667, -107.129167)",,,14,Gunnison,Roaring Fork
09CW0089,2,11,Maxwell Creek,Stream,New Appropriation,01/27/2009,,1103093,headwaters in the vicinity of,391515.34,4290101.58,hdgt O W Friskey Ditch at,397157.79,4292338.02,,,"(38.773889, -106.183889)",4,"3.3 (6/1 - 7/27), 1.5 (7/28 - 9/30), 1 (10/1 - 10/31), 0.4 (11/1 - 5/31)",,Chaffee,Arkansas Headwaters
86CW0093,5,36,North Fork Snake River,Stream,New Appropriation,03/14/1986,,3602029,confl Snake River Falls at,424343.85,4388212.90,confl Snake River at,419102.15,4384321.29,,,"(39.605, -105.941389)",4.5,"2 (11/1 - 4/30), 3.5 (5/1 - 10/31)",,Summit,Blue
80CW0123,5,37,East Lake Creek,Stream,New Appropriation,03/17/1980,,3702002,headwaters in vicinity of,365366.21,4366254.36,confl Middle Lake Creek at,365109.78,4379549.38,,,"(39.555, -106.569444)",9.3,"10 (10/1 - 4/30), 20 (5/1 - 9/30)",,Eagle,Eagle
79CW0199,1,5,Cabin Creek,Stream,New Appropriation,03/14/1979,,0502102,headwaters in vicinity of,449758.78,4455457.97,confl Tahosa Creek in,456632.95,4454504.25,,,"(40.239856, -105.509836)",5,2 (1/1 - 12/31),,Boulder,St. Vrain
W-3203-76,5,37,HUNKY DORY LAKE,Lake,New Appropriation,03/17/1976,,3703554,na,,,na,,,4364589.29,372267.70,"(39.421389, -106.483333)",,,40,Eagle,Eagle
97CW0274,5,37,Leeman Gulch,Stream,New Appropriation,09/22/1997,,3702062,outlet Leeman Lake at,351909.71,4367616.40,confl West Brush Creek at,351455.14,4370011.33,,,"(39.466944, -106.725833)",2.1,"1.75 (8/1 - 9/14), 3.5 (5/1 - 7/31), 1.75 (4/15 - 4/30), 0.6 (9/15 - 4/14)",,Eagle,Eagle
87/5/ACQ-01,5,38,Snowmass Creek,Stream,Acquisition,06/01/1905,,,hdgt Highland Ditch in,330801.05,4348175.40,confl Roaring Fork River in,328831.63,4355479.07,,,"(39.331806, -106.985958)",4.5,0.25 (1/1 - 12/31),,Pitkin,Roaring Fork
93CW0267,4,60,Saltado Creek,Stream,New Appropriation,11/09/1993,,6001789,confl unnamed tributary at,225112.19,4205094.42,confl San Miguel River in,223022.24,4217263.24,,,"(38.060556, -108.156111)",8.3,"1 (7/1 - 4/30), 2 (5/1 - 6/30)",,San Miguel,San Miguel
W-3340-77,4,59,TEXAS LAKE #4,Lake,New Appropriation,03/09/1977,,5903736,na,,,na,,,4302209.26,372949.17,"(38.859722, -106.461667)",,,6,Gunnison,East-Taylor
16CW3066,4,62,Fourth of July Creek,Stream,New Appropriation,01/26/2016,,6202027,headwaters in the vicinity of,307162.58,4223472.28,Carris Thompson Ditch hdgt at,299652.37,4225851.27,,,"(38.158314, -107.286714)",6,"1.1 (4/1 - 7/31), 0.6 (8/1 - 3/31)",,"Gunnison, Hinsdale",Upper Gunnison
86CW0302,1,7,Ralston Creek,Stream,New Appropriation,09/05/1986,,0702108,confl unnamed tributary in,460692.87,4411655.58,confl Deer Creek in,470966.36,4411527.83,,,"(39.853278, -105.339406)",7.6,0.5 (1/1 - 12/31),,"Gilpin, Jefferson",Clear
73W1949,5,38,North Fork Fryingpan River,Stream,New Appropriation,07/12/1973,,3802034,hdgt Fry-Ark Project div in,367419.77,4357928.24,confl Cunningham Creek at,362804.87,4356349.11,,,"(39.345833, -106.591389)",3.3,"0.5 (10/1 - 3/31), 1 (4/1 - 9/30)",,"Eagle, Pitkin",Roaring Fork
77W8729,1,23,Tarryall Creek,Stream,New Appropriation,11/15/1977,,2302107,confl Michigan Creek in,437191.72,4349801.85,confl Tarryall Res in,446474.17,4342743.67,,,"(39.232342, -105.620169)",10,14 (1/1 - 12/31),,Park,South Platte Headwaters
83CW0051,3,20,Clear Creek,Stream,New Appropriation,08/16/1982,,2001620,confl N & S Clear Creek at,312163.47,4187450.14,confl Rio Grande River at,313728.84,4181345.22,,,"(37.760833, -107.113611)",4.9,"5 (10/1 - 4/30), 10 (5/1 - 9/30)",,Mineral,Rio Grande Headwaters
85CW0420,1,3,North Fork Cache La Poudre River,Stream,New Appropriation,11/08/1985,,0302127,confl Killpecker Creek at,440177.64,4518397.70,confl Panhandle Creek in,446169.82,4522120.84,,,"(40.848333, -105.638056)",5,5 (1/1 - 12/31),,Larimer,Cache La Poudre
77W1763,7,30,Florida River,Stream,New Appropriation,01/19/1977,,3001903,outlet Lemon Res in,264295.03,4140361.63,confl Salt Creek in,252452.51,4112953.64,,,"(37.130219, -107.786639)",27,"14 (10/15 - 6/30), 7 (7/1 - 10/14)",,La Plata,Animas
W-4455-76,2,13,"COLONY LAKE, SOUTH, LOWER",Lake,New Appropriation,01/14/1976,,1303511,na,,,na,,,4202030.93,450466.05,"(37.963889, -105.561111)",,,24,Custer,Arkansas Headwaters
W-1543-76,7,31,HALF MOON LAKE,Lake,New Appropriation,05/12/1976,,3103914,na,,,na,,,4165361.01,281654.35,"(37.609444, -107.473056)",,,6,Hinsdale,Upper San Juan
82CW0211,3,27,South Fork Carnero Creek,Stream,New Appropriation,10/07/1982,,2700607,headwaters in vicinity of,362599.75,4202332.00,confl N Fork Carnero Creek at,377721.01,4196121.08,,,"(37.904722, -106.39)",12.4,2 (1/1 - 12/31),,Saguache,Saguache
77W3643,5,36,North Rock Creek,Stream,New Appropriation,01/19/1977,,3602006,headwaters in vicinity of,394966.89,4393454.52,confl Blue River in,403559.00,4397666.23,,,"(39.723425, -106.125278)",6,5 (1/1 - 12/31),,Summit,Blue
12CW0272,1,48,Forrester Creek,Stream,New Appropriation,03/21/2012,,4802115,headwaters in the vicinity of,409221.28,4524012.63,hdgt Forrester Creek Ditch at,417453.60,4530261.72,,,"(40.919444, -105.980278)",6.87,"1.7 (5/1 - 8/31), 1.1 (9/1 - 10/31), 0.7 (11/1 - 4/30)",,Larimer,Upper Laramie
80CW0090,3,20,Pass Creek,Stream,New Appropriation,07/08/1980,,2001806,headwaters in vicinity of,348403.08,4146742.90,confl SF Rio Grande River at,342972.09,4157712.43,,,"(37.552778, -106.777222)",9.2,"5 (10/1 - 4/30), 9 (5/1 - 9/30)",,Mineral,Rio Grande Headwaters
94CW0048,3,20,Bennett Creek,Stream,New Appropriation,03/09/1994,,2001864,headwaters in vicinity of,371373.59,4148388.73,confl Pinos Creek in,372013.93,4161478.01,,,"(37.591475, -106.449697)",8.9,"3 (4/1 - 10/15), 1.25 (10/16 - 3/31)",,Rio Grande,Alamosa-Trinchera
W-4303-75,2,11,"HANCOCK LAKE, UPPER",Lake,New Appropriation,07/09/1975,,1103970,na,,,na,,,4274234.30,382076.74,"(38.608333, -106.35)",,,28,Chaffee,Arkansas Headwaters
11CW0152,5,51,East Saint Louis Creek,Stream,Acquisition,,,,Denver Water Diversion at East St. Louis Creek,,,Confluence of St. Louis Creek,,,,,,0.8,,,Grand,Colorado Headwaters
83CW0209,4,59,Spring Creek,Stream,New Appropriation,07/07/1983,,5901520,headwaters in vicinity of,349869.44,4311562.89,confl Mysterious Creek at,350764.60,4306343.83,,,"(38.893333, -106.72)",3.5,2 (1/1 - 12/31),,Gunnison,East-Taylor
77W1369,6,58,North Fork Fish Creek,Stream,New Appropriation,09/23/1977,,5801351,headwaters in vicinity of,357054.00,4490074.53,confl MF Fish Creek at,352505.79,4484702.47,,,"(40.499722, -106.74)",3,2 (1/1 - 12/31),,Routt,Upper Yampa
77W1375,6,58,South Fork Soda Creek,Stream,New Appropriation,09/23/1977,,5802408,headwaters in vicinity of,355665.97,4490466.52,confl Soda Creek at,350472.86,4489350.46,,,"(40.541111, -106.765278)",3,1 (1/1 - 12/31),,Routt,Upper Yampa
11CW0152,5,51,Ranch Creek,Stream,Acquisition,,,,Confluence of North Ranch Creek,,,Confluence of South Fork Ranch Creek,,,,,,1.05,"3 (5/15 - 9/15), 2 (9/16 - 5/14), 10 (1/1 - 12/31)",,Grand,Colorado Headwaters
87CW0270,5,37,Nolan Creek,Stream,New Appropriation,10/02/1987,,3702063,confl Triangle Creek in,356501.78,4376025.26,confl E Brush Creek in,354392.13,4376542.21,,,"(39.526197, -106.694117)",1.5,"1.5 (10/1 - 4/30), 2.5 (5/1 - 9/30)",,Eagle,Eagle
16CW3085,2,10,Turkey Creek,Stream,New Appropriation,01/26/2016,,1003010,confl EF & WF Turkey Creeks at,505655.50,4277192.32,confl. unnamed tributary at,506998.62,4274992.02,,,"(38.623425, -104.9196)",2.38,"3.7 (5/1 - 8/31), 1.8 (9/1 - 11/30), 1 (12/1 - 3/31), 2.7 (4/1 - 4/30)",,El Paso,Upper Arkansas
81CW0299,6,47,Norris Creek,Stream,New Appropriation,12/03/1981,,4702072,headwaters in vicinity of,358408.76,4502271.42,hdgt Roaring Ditch in,367238.82,4502427.48,,,"(40.662042, -106.570556)",6.3,7 (1/1 - 12/31),,Jackson,North Platte Headwaters
83CW0235,4,28,East Fork Los Pinos Creek,Stream,New Appropriation,06/03/1982,,2801058,headwaters in vicinity of,330138.52,4213902.41,confl Los Pinos Creek at,330188.57,4219401.48,,,"(38.106667, -106.935278)",4.1,1 (1/1 - 12/31),,Saguache,Tomichi
11CW0152,5,51,Vasquez Creek,Stream,Acquisition,,,,Headgate of Grand County W&SD No. 1 Diversion,0.00,0.00,Confluence of Little Vasquez Creek,,,,,,0.41,10 (1/1 - 12/31),,Grand,Colorado Headwaters
W-3239-76,5,51,PARIKA LAKE,Lake,New Appropriation,03/17/1976,,5102046,na,,,na,,,4470482.48,420420.21,"(40.381389, -105.936111)",,,17,Grand,Colorado Headwaters
82CW0229,3,22,Middle Fork Conejos River,Stream,New Appropriation,10/07/1982,,2200809,headwaters at Lake Ann at,350471.51,4126691.32,confl N Fork Conejos River at,356010.34,4126738.73,,,"(37.276111, -106.623889)",4.3,"5 (10/1 - 4/30), 9 (5/1 - 9/30)",,"Archuleta, Conejos",Conejos
W-4288-75,2,11,ISLAND LAKE,Lake,New Appropriation,07/09/1975,,1103945,na,,,na,,,4274321.91,383732.27,,,,38,Chaffee,Arkansas Headwaters
W-569-72,5,38,MEXICAN CUT POND # 4,Lake,Acquisition,07/01/1932,,3804037,na,,,na,,,4322006.98,321392.88,"(39.028889, -107.062778)",,,0.96,Gunnison,Roaring Fork
W-1538-76,7,31,HAZEL LAKE,Lake,New Appropriation,05/12/1976,,3103911,na,,,na,,,4164797.82,271650.27,"(37.601944, -107.586111)",,,225,La Plata,Upper San Juan
03CW0274,5,39,Butler Creek,Stream,New Appropriation,01/22/2003,,3902020,confl George Creek at,264668.85,4400410.84,BLM boundary at,262593.83,4397836.77,,,"(39.6975, -107.768333)",2.2,"2.4 (5/1 - 10/31), 1.1 (11/1 - 4/30)",,Garfield,Colorado Headwaters-Plateau
79CW0013,6,47,"CEANOTHUSE LAKE, UPPER",Lake,New Appropriation,09/19/1978,,4703508,na,,,na,,,4502025.89,362223.95,"(40.6575, -106.627778)",,,32,Jackson,North Platte Headwaters
84CW0395,4,62,Cimarron River,Stream,New Appropriation,05/04/1984,,6201340,confl Fox Creek at,277209.74,4236587.71,confl Little Cimarron River in,279308.91,4254790.81,,,"(38.414125, -107.527733)",13.1,"15 (11/1 - 5/31), 25 (6/1 - 10/31)",,"Gunnison, Montrose",Upper Gunnison
78W3781,5,51,Cabin Creek,Stream,New Appropriation,05/12/1978,,5102005,headwaters in vicinity of,405274.76,4447923.49,confl NF Cabin Creek at,408389.31,4449596.36,,,"(40.191944, -106.075278)",2,1 (1/1 - 12/31),,Grand,Colorado Headwaters
W-3311-77,4,59,"ANGEL LAKE, LOWER",Lake,New Appropriation,01/19/1977,,5903716,na,,,na,,,4314863.97,318124.38,"(38.963889, -107.098611)",,,3,Gunnison,East-Taylor
94CW0256,1,9,Blue Creek,Stream,New Appropriation,11/03/1994,,0902113,headwaters in,469465.71,4378261.75,confl Cub Creek in,470341.64,4382443.09,,,"(39.5912, -105.3454)",3.2,"0.25 (8/1 - 3/31), 0.75 (4/1 - 7/31)",,Jefferson,Upper South Platte
84CW0636,1,80,North Beaver Creek,Stream,New Appropriation,01/06/1984,,8002119,headwaters in vicinity of,430074.15,4369516.98,confl Beaver Creek at,433241.19,4369227.95,,,"(39.47, -105.775556)",2.1,1 (1/1 - 12/31),,Park,Upper South Platte
12CW0273,1,48,Grace Creek,Stream,New Appropriation,03/21/2012,,4802114,confl NF & SF Grace Creek at,411579.45,4529901.69,hdgt Grace Creek Ditch at,414861.39,4531421.22,,,"(40.929444, -106.011111)",2.46,"5.5 (5/1 - 8/15), 3.6 (8/16 - 10/31), 2 (11/1 - 4/30)",,Larimer,Upper Laramie
W-3613-76,3,20,"SAN FRANCISCO LAKE, UPPER WEST",Lake,New Appropriation,03/17/1976,,2003608,na,,,na,,,4150157.51,373872.86,"(37.489722, -106.426111)",,,19,Rio Grande,Alamosa-Trinchera
00CW0131,5,39,First Anvil Creek,Stream,New Appropriation,01/26/2000,,3902009,headwaters at,247431.80,4381300.82,confl E Fk Parachute Cr at,243971.17,4382651.30,,,"(39.555556, -107.979167)",2.3,"0.6 (4/15 - 6/30), 0.2 (3/15 - 4/14), 0.1 (9/1 - 3/14), 0.3 (7/1 - 8/31)",,Garfield,Parachute-Roan
76W8226,1,23,Beaver Creek,Stream,New Appropriation,01/14/1976,,2302120,headwaters in,412496.58,4355096.75,east boundary of,414185.15,4343453.89,,,"(39.236147, -105.994331)",10,3 (1/1 - 12/31),,Park,South Platte Headwaters
W-1064-76,6,47,BROOK LAKE,Lake,New Appropriation,05/12/1976,,4704341,na,,,na,,,4471689.30,386240.28,"(40.388056, -106.339722)",,,13,Jackson,North Platte Headwaters
08CW0052,6,44,Little Cottonwood Creek,Stream,New Appropriation,01/23/2008,,4402463,headwaters in the vicinity of,297204.96,4516736.84,inlet of Freeman Reservoir at,295535.15,4515509.67,,,"(40.765278, -107.4225)",1.45,0.7 (4/1 - 6/30),,Moffat,Upper Yampa
77W3638,5,36,Willow Creek,Stream,New Appropriation,01/19/1977,,3602003,confl S Willow Creek in,405791.01,4389544.43,confl Blue River in,407687.92,4389569.55,,,"(39.650942, -106.075975)",1,4 (1/1 - 12/31),,Summit,Blue
85CW0265,5,38,West Maroon Creek,Stream,New Appropriation,05/03/1985,,3802079,outlet Maroon Lake at,332063.50,4329450.00,confl East Maroon Creek at,334433.54,4330424.00,,,"(39.107222, -106.914444)",1.6,4 (1/1 - 12/31),,Pitkin,Roaring Fork
W-4470-76,2,13,"LAKE OF THE CLOUDS, LWR",Lake,New Appropriation,01/14/1976,,1303525,na,,,na,,,4220832.49,443026.11,"(38.134722, -105.652778)",,,45,Custer,Arkansas Headwaters
W-1776-77,7,30,BOYCE LAKE,Lake,New Appropriation,01/19/1977,,3003938,na,,,na,,,4170057.84,252856.30,"(37.644444, -107.800556)",,,47,San Juan,Animas
05CW0264,5,36,Boulder Creek,Stream,Acquisition,05/23/1904,03/02/1910 12:00:00 AM,3602010,hdgt Peabody #1 Ditch at,398992.97,4397939.58,confl Blue River at,402885.03,4399184.46,,,"(39.736944, -106.133333)",2.93,"0.31 (5/1 - 5/31), 3.15 (6/1 - 6/30), 3.51 (7/1 - 7/31), 2.63 (8/1 - 8/31), 0.87 (9/1 - 9/30), 0.31 (10/1 - 10/31)",,Summit,Blue
W-3369-77,4,62,CATARACT LAKE,Lake,New Appropriation,05/12/1976,,6203534,na,,,na,,,4191920.82,285182.93,"(37.852222, -107.439722)",,,155,Hinsdale,Upper Gunnison
78W1813,7,78,Piedra River,Stream,New Appropriation,03/16/1978,,7801901,confl Williams Creek at,304715.44,4142939.77,confl Weminuche Creek at,302243.45,4141236.71,,,"(37.396667, -107.225278)",2,"44 (3/1 - 8/31), 30 (9/1 - 2/29)",,Archuleta,Piedra
W-3337-77,4,59,TEXAS LAKE #2,Lake,New Appropriation,03/09/1977,,5903733,na,,,na,,,4302497.29,373110.91,"(38.861111, -106.459444)",,,26,Gunnison,East-Taylor
84CW0363,4,59,Sanford Creek,Stream,New Appropriation,05/04/1984,,5901502,headwaters in the vicinity of,376395.64,4292309.69,confl Cow Creek at,370722.66,4296617.73,,,"(38.810833, -106.497222)",6,1 (1/1 - 12/31),,Gunnison,East-Taylor
W-3191-76,5,51,GOURD LAKE,Lake,New Appropriation,03/17/1976,,5102045,na,,,na,,,4442863.02,442802.13,"(40.134167, -105.670833)",,,35,Grand,Colorado Headwaters
83CW0048,3,20,Middle Creek,Stream,New Appropriation,08/16/1982,,2001623,headwaters in vicinity of,320185.14,4166753.46,confl Red Mountain Creek in,322881.27,4175316.68,,,"(37.707989, -107.009311)",6,4 (1/1 - 12/31),,Mineral,Rio Grande Headwaters
05CW0052,7,30,Minnie Gulch,Stream,New Appropriation,01/25/2005,,3001906,headwaters in vicinity of,277915.43,4190224.39,confl Animas River at,273660.19,4193671.41,,,"(37.8625, -107.572778)",3.9,0.7 (5/1 - 10/31),,San Juan,Animas
80CW0103,4,59,Cement Creek,Stream,New Appropriation,03/17/1980,,5901550,headwaters in vicinity of,346437.58,4314893.95,confl East River at,336739.49,4296619.14,,,"(38.803333, -106.879444)",16.1,10 (1/1 - 12/31),,Gunnison,East-Taylor
80CW0211,1,8,West Creek,Stream,New Appropriation,05/07/1980,,0802102,confl Trail Creek in,486202.19,4331847.38,confl Trout Creek in,484651.80,4341383.50,,,"(39.2216, -105.177803)",6.6,4 (1/1 - 12/31),,Douglas,Upper South Platte
98CW0233,4,62,Deer Beaver Creek,Stream,New Appropriation,05/11/1998,,6201769,headwaters in the vicinity of,334467.65,4237582.39,confl South Beaver Creek at,330943.80,4242283.74,,,"(38.312778, -106.933056)",4.2,"1.5 (5/1 - 8/31), 0.75 (4/1 - 4/30), 0.4 (10/15 - 3/31), 1 (9/1 - 10/14)",,Saguache,Upper Gunnison
87CW0296,5,36,Blue River,Stream,New Appropriation,10/02/1987,,3602046,confl Rock Creek in,403559.00,4397666.23,confl Boulder Creek in,402885.03,4399184.46,,,"(39.737025, -106.133364)",1.6,"78 (10/1 - 10/31), 67 (11/1 - 3/31), 90 (4/1 - 4/30), 115 (5/1 - 8/31), 90 (9/1 - 9/30)",,Summit,Blue
80CW0033,7,29,Waterfall Creek,Stream,New Appropriation,01/30/1980,,2901909,headwaters in vicinity of,342464.16,4145590.67,confl EF San Juan River at,342301.20,4142854.09,,,"(37.4125, -106.795833)",3.5,1 (1/1 - 12/31),,Mineral,Upper San Juan
76W4437,2,11,North Fooses Creek,Stream,New Appropriation,01/14/1976,,1103026,headwaters in,386217.61,4261619.76,confl Fooses Creek in,389121.15,4264736.12,,,"(38.524117, -106.271978)",3.5,8 (1/1 - 12/31),,Chaffee,Arkansas Headwaters
92CW0075,6,56,Beaver Creek,Stream,New Appropriation,09/16/1992,,5601272,Utah-Colorado state line,158885.66,4534842.13,hdgt Jarvee Ditch in,159663.07,4528370.65,,,"(40.835758, -109.036244)",4.7,"3.25 (4/1 - 8/31), 2 (9/1 - 3/31)",,Moffat,Upper Green-Flaming Gorge Reservoir
78W3812,5,37,McAllister Gulch,Stream,New Appropriation,05/12/1978,,3702035,headwaters in,387150.80,4371691.04,confl Eagle River in,384911.00,4369390.40,,,"(39.466406, -106.337903)",2,1 (1/1 - 12/31),,Eagle,Eagle
